station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MJX,2024-04-23 13:56,59.00,31.00,34.45,150.00,6.00,0.00,30.20,1023.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMJX 231356Z AUTO 15006KT 10SM CLR 15/M01 A3020 RMK AO2 SLP231 T01501006,M
MJX,2024-04-23 14:56,62.00,29.00,28.54,170.00,8.00,0.00,30.18,1022.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.00,KMJX 231456Z AUTO 17008KT 10SM CLR 17/M02 A3018 RMK AO2 SLP223 T01671017 58007,M
MJX,2024-04-23 15:43,62.60,37.40,39.14,150.00,12.00,T,30.16,M,1.75,M,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,62.60,KMJX 231543Z AUTO 15012KT 1 3/4SM -RA CLR 17/03 A3016 RMK AO2 VIS 1V5 RAB32 P0000,M
MJX,2024-04-23 15:49,62.60,37.40,39.14,130.00,11.00,T,30.16,M,3.00,17.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,62.60,KMJX 231549Z AUTO 13011G17KT 3SM -RA CLR 17/03 A3016 RMK AO2 RAB32 P0000,M
MJX,2024-04-23 15:56,61.00,38.00,42.40,130.00,10.00,T,30.15,1021.40,3.00,17.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,61.00,KMJX 231556Z AUTO 13010G17KT 3SM -RA CLR 16/03 A3015 RMK AO2 RAB32 SLP214 P0000 T01610033,M
MJX,2024-04-23 16:06,62.60,35.60,36.45,130.00,11.00,T,30.15,M,1.75,17.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,62.60,KMJX 231606Z AUTO 13011G17KT 1 3/4SM -RA CLR 17/02 A3015 RMK AO2 VIS 3/4V5 P0000,M
MJX,2024-04-23 16:44,60.80,33.80,36.16,120.00,12.00,T,30.12,M,0.75,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,60.80,KMJX 231644Z AUTO 12012KT 3/4SM HZ CLR 16/01 A3012 RMK AO2 RAE10B32E43 P0000,M
MJX,2024-04-23 16:53,62.60,35.60,36.45,150.00,12.00,T,30.12,M,1.25,18.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,62.60,KMJX 231653Z AUTO 15012G18KT 1 1/4SM -RA CLR 17/02 A3012 RMK AO2 VIS 1/2V5 RAE10B32 P0000,M
MJX,2024-04-23 16:56,62.00,36.00,37.83,120.00,13.00,T,30.12,1020.10,2.50,M,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,62.00,KMJX 231656Z AUTO 12013KT 2 1/2SM -RA CLR 17/02 A3012 RMK AO2 VIS 1V5 RAE10B32 SLP201 P0000 T01670022,M
MJX,2024-04-23 17:04,60.80,35.60,38.85,150.00,15.00,T,30.11,M,3.00,19.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,60.80,KMJX 231704Z AUTO 15015G19KT 3SM -RA CLR 16/02 A3011 RMK AO2 P0000,M
MJX,2024-04-23 17:16,62.60,35.60,36.45,130.00,13.00,T,30.11,M,1.75,20.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,62.60,KMJX 231716Z AUTO 13013G20KT 1 3/4SM HZ CLR 17/02 A3011 RMK AO2 RAE13 P0000,M
MJX,2024-04-23 17:25,62.60,35.60,36.45,160.00,15.00,T,30.10,M,4.00,20.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,62.60,KMJX 231725Z AUTO 16015G20KT 4SM HZ CLR 17/02 A3010 RMK AO2 RAE13 P0000,M
MJX,2024-04-23 17:49,62.60,37.40,39.14,130.00,14.00,T,30.09,M,2.50,19.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,62.60,KMJX 231749Z AUTO 13014G19KT 2 1/2SM HZ CLR 17/03 A3009 RMK AO2 VIS 1 1/4V5 RAE13 P0000,M
MJX,2024-04-23 17:56,62.00,38.00,40.93,140.00,14.00,T,30.09,1019.40,3.00,21.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,62.00,KMJX 231756Z AUTO 14014G21KT 3SM -RA CLR 17/03 A3009 RMK AO2 RAE13B51 SLP194 P0000 60000 T01670033 10172 20078 56029,M
MJX,2024-04-23 18:56,63.00,33.00,32.40,180.00,14.00,T,30.07,1018.70,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,63.00,KMJX 231856Z AUTO 18014G22KT 10SM CLR 17/01 A3007 RMK AO2 RAE48 SLP187 P0000 T01720006,M
MJX,2024-04-23 19:56,60.00,31.00,33.24,150.00,18.00,0.00,30.06,1018.30,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.00,KMJX 231956Z AUTO 15018G23KT 10SM CLR 16/M01 A3006 RMK AO2 SLP183 T01561006,M
MJX,2024-04-23 20:56,58.00,31.00,35.70,170.00,10.00,T,30.05,1018.10,7.00,21.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,58.00,KMJX 232056Z AUTO 17010G21KT 7SM -RA CLR 14/M01 A3005 RMK AO2 RAB56 SLP181 P0000 60000 T01441006 56014,M
MJX,2024-04-23 21:56,55.00,29.00,36.69,170.00,14.00,T,30.04,1017.60,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.00,KMJX 232156Z AUTO 17014G19KT 10SM CLR 13/M02 A3004 RMK AO2 RAE06 SLP176 P0000 T01281017,M
MJX,2024-04-23 22:56,53.00,29.00,39.47,180.00,10.00,0.00,30.04,1017.60,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.00,KMJX 232256Z AUTO 18010G17KT 10SM CLR 12/M02 A3004 RMK AO2 SLP176 T01171017,M
MJX,2024-04-23 23:56,49.00,29.00,45.77,170.00,7.00,0.00,30.04,1017.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.50,KMJX 232356Z AUTO 17007KT 10SM CLR 09/M02 A3004 RMK AO2 SLP174 60000 T00941017 10172 20094 56006,M
MJX,2024-04-24 00:56,48.00,30.00,49.49,170.00,8.00,0.00,30.03,1017.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.82,KMJX 240056Z AUTO 17008KT 10SM CLR 09/M01 A3003 RMK AO2 SLP172 T00891011,M
MJX,2024-04-24 01:56,48.00,31.00,51.54,170.00,8.00,0.00,30.02,1017.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.82,KMJX 240156Z AUTO 17008KT 10SM CLR 09/M01 A3002 RMK AO2 SLP170 T00891006,M
MJX,2024-04-24 02:56,48.00,32.00,53.67,180.00,8.00,0.00,30.01,1016.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.82,KMJX 240256Z AUTO 18008KT 10SM CLR 09/00 A3001 RMK AO2 SLP166 T00890000 58008,M
MJX,2024-04-24 03:56,48.00,33.00,55.87,180.00,7.00,0.00,29.98,1015.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.28,KMJX 240356Z AUTO 18007KT 10SM CLR 09/01 A2998 RMK AO2 SLP157 T00890006,M
MJX,2024-04-24 04:56,48.00,33.00,55.87,180.00,6.00,0.00,29.96,1015.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.80,KMJX 240456Z AUTO 18006KT 10SM CLR 09/01 A2996 RMK AO2 SLP150 T00890006 401721028,M
MJX,2024-04-24 05:56,48.00,35.00,60.52,170.00,6.00,0.00,29.93,1013.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.80,KMJX 240556Z AUTO 17006KT 10SM CLR 09/02 A2993 RMK AO2 SLP137 T00890017 10094 20089 58028,M
MJX,2024-04-24 06:56,50.00,35.00,56.16,190.00,8.00,0.00,29.89,1012.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 240656Z AUTO 19008KT 10SM CLR 10/02 A2989 RMK AO2 SLP126 T01000017,M
MJX,2024-04-24 07:56,51.00,37.00,58.58,190.00,8.00,0.00,29.86,1011.60,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,51.00,KMJX 240756Z AUTO 19008KT 10SM BKN120 11/03 A2986 RMK AO2 SLP116 T01060028,M
MJX,2024-04-24 08:56,51.00,40.00,65.87,210.00,5.00,0.00,29.85,1011.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.00,KMJX 240856Z AUTO 21005KT 10SM CLR 11/04 A2985 RMK AO2 SLP112 T01060044 56025,M
MJX,2024-04-24 09:56,50.00,41.00,71.07,210.00,3.00,0.00,29.85,1011.30,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 240956Z AUTO 21003KT 10SM OVC120 10/05 A2985 RMK AO2 SLP113 T01000050,M
MJX,2024-04-24 10:56,50.00,42.00,73.87,230.00,3.00,0.00,29.86,1011.40,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 241056Z AUTO 23003KT 10SM FEW120 10/06 A2986 RMK AO2 SLP114 T01000056,M
MJX,2024-04-24 11:56,51.00,44.00,76.85,220.00,4.00,0.00,29.86,1011.40,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,51.00,KMJX 241156Z AUTO 22004KT 10SM OVC110 11/07 A2986 RMK AO2 SLP114 T01060067 10106 20089 53002,M
MJX,2024-04-24 12:56,56.00,45.00,66.48,250.00,6.00,0.00,29.86,1011.30,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,56.00,KMJX 241256Z AUTO 25006KT 10SM OVC095 13/07 A2986 RMK AO2 SLP113 T01330072,M
MJX,2024-04-24 13:56,59.00,45.00,59.67,250.00,9.00,0.00,29.87,1011.70,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,59.00,KMJX 241356Z AUTO 25009KT 10SM OVC090 15/07 A2987 RMK AO2 SLP117 T01500072,M
MJX,2024-04-24 14:56,62.00,45.00,53.63,270.00,8.00,0.00,29.88,1012.10,10.00,M,BKN,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,62.00,KMJX 241456Z AUTO 27008KT 10SM BKN085 17/07 A2988 RMK AO2 SLP121 T01670072 53007,M
MJX,2024-04-24 15:56,66.00,45.00,46.62,260.00,13.00,0.00,29.88,1012.00,10.00,16.00,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,66.00,KMJX 241556Z AUTO 26013G16KT 10SM BKN100 19/07 A2988 RMK AO2 SLP120 T01890072,M
MJX,2024-04-24 16:56,71.00,42.00,35.01,300.00,14.00,0.00,29.86,1011.60,10.00,23.00,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,71.00,KMJX 241656Z AUTO 30014G23KT 10SM FEW050 22/06 A2986 RMK AO2 SLP116 T02170056,M
MJX,2024-04-24 17:56,72.00,42.00,33.84,270.00,11.00,0.00,29.86,1011.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,270.00,2024-04-24 17:04,72.00,KMJX 241756Z AUTO 27011KT 10SM CLR 22/06 A2986 RMK AO2 PK WND 27026/1704 SLP115 T02220056 10228 20106 58006,M
MJX,2024-04-24 18:56,73.00,40.00,30.28,270.00,9.00,0.00,29.86,1011.50,10.00,20.00,FEW,SCT,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,73.00,KMJX 241856Z AUTO 27009G20KT 10SM FEW070 SCT085 23/04 A2986 RMK AO2 SLP115 T02280044,M
MJX,2024-04-24 19:56,71.00,40.00,32.40,290.00,12.00,0.00,29.86,1011.50,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,27.00,290.00,2024-04-24 19:20,71.00,KMJX 241956Z AUTO 29012KT 10SM FEW090 22/04 A2986 RMK AO2 PK WND 29027/1920 SLP115 T02170044,M
MJX,2024-04-24 20:56,71.00,40.00,32.40,290.00,14.00,0.00,29.88,1012.10,10.00,M,SCT,BKN,M,M,8000.00,9500.00,M,M,M,M,M,M,M,M,M,71.00,KMJX 242056Z AUTO 29014KT 10SM SCT080 BKN095 22/04 A2988 RMK AO2 SLP121 T02170044 53006,M
MJX,2024-04-24 21:56,69.00,41.00,36.06,310.00,9.00,0.00,29.91,1013.10,10.00,20.00,SCT,BKN,M,M,7500.00,10000.00,M,M,M,M,M,M,M,M,M,69.00,KMJX 242156Z AUTO 31009G20KT 10SM SCT075 BKN100 21/05 A2991 RMK AO2 SLP131 T02060050,M
MJX,2024-04-24 22:56,68.00,40.00,35.90,M,6.00,0.00,29.93,1013.80,10.00,M,BKN,OVC,M,M,9000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,KMJX 242256Z AUTO VRB06KT 10SM BKN090 OVC100 20/04 A2993 RMK AO2 SLP138 T02000044,M
MJX,2024-04-24 23:56,65.00,42.00,43.04,300.00,5.00,0.00,29.97,1015.20,10.00,M,BKN,OVC,M,M,9000.00,11000.00,M,M,M,M,M,M,M,M,M,65.00,KMJX 242356Z AUTO 30005KT 10SM BKN090 OVC110 18/06 A2997 RMK AO2 SLP152 T01830056 10239 20183 53030,M
MJX,2024-04-25 00:56,64.00,42.00,44.57,320.00,5.00,0.00,30.01,1016.60,10.00,M,BKN,BKN,M,M,8000.00,11000.00,M,M,M,M,M,M,M,M,M,64.00,KMJX 250056Z AUTO 32005KT 10SM BKN080 BKN110 18/06 A3001 RMK AO2 SLP166 T01780056,M
MJX,2024-04-25 01:56,60.00,41.00,49.39,360.00,7.00,0.00,30.05,1018.00,10.00,M,FEW,BKN,M,M,8500.00,11000.00,M,M,M,M,M,M,M,M,M,60.00,KMJX 250156Z AUTO 36007KT 10SM FEW085 BKN110 16/05 A3005 RMK AO2 SLP180 T01560050,M
MJX,2024-04-25 02:56,58.00,41.00,53.05,340.00,6.00,0.00,30.08,1018.90,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,58.00,KMJX 250256Z AUTO 34006KT 10SM BKN100 14/05 A3008 RMK AO2 SLP189 T01440050 51037,M
MJX,2024-04-25 03:56,56.00,41.00,57.02,350.00,3.00,0.00,30.09,1019.40,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,56.00,KMJX 250356Z AUTO 35003KT 10SM OVC110 13/05 A3009 RMK AO2 SLP194 T01330050,M
MJX,2024-04-25 04:56,54.00,40.00,58.99,20.00,6.00,0.00,30.11,1020.00,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,54.00,KMJX 250456Z AUTO 02006KT 10SM SCT110 12/04 A3011 RMK AO2 SLP200 T01220044 402390089,M
MJX,2024-04-25 05:56,53.00,40.00,61.19,10.00,7.00,0.00,30.13,1020.50,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,53.00,KMJX 250556Z AUTO 01007KT 10SM BKN090 12/04 A3013 RMK AO2 SLP205 T01170044 10183 20117 53016,M
MJX,2024-04-25 06:56,51.00,38.00,60.92,30.00,8.00,0.00,30.16,1021.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.00,KMJX 250656Z AUTO 03008KT 10SM CLR 11/03 A3016 RMK AO2 SLP218 T01060033,M
MJX,2024-04-25 07:56,47.00,34.00,60.38,50.00,11.00,0.00,30.20,1022.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.42,KMJX 250756Z AUTO 05011KT 10SM CLR 08/01 A3020 RMK AO2 SLP229 T00830011,M
MJX,2024-04-25 08:56,44.00,34.00,67.66,50.00,5.00,0.00,30.22,1023.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.65,KMJX 250856Z AUTO 05005KT 10SM CLR 07/01 A3022 RMK AO2 SLP238 T00670011 51033,M
MJX,2024-04-25 09:56,45.00,34.00,65.13,40.00,12.00,0.00,30.24,1024.20,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,38.55,KMJX 250956Z AUTO 04012KT 10SM OVC085 07/01 A3024 RMK AO2 SLP242 T00720011,M
MJX,2024-04-25 10:56,45.00,33.00,62.58,40.00,10.00,0.00,30.27,1025.50,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,39.27,KMJX 251056Z AUTO 04010KT 10SM OVC085 07/01 A3027 RMK AO2 SLP255 T00720006,M
MJX,2024-04-25 11:56,47.00,32.00,55.73,70.00,12.00,0.00,30.31,1026.60,10.00,16.00,FEW,OVC,M,M,3100.00,9000.00,M,M,M,M,M,M,M,M,M,41.09,KMJX 251156Z AUTO 07012G16KT 10SM FEW031 OVC090 08/00 A3031 RMK AO2 SLP266 T00830000 10117 20061 53028,M
MJX,2024-04-25 12:56,46.00,30.00,53.37,70.00,8.00,0.00,30.34,1027.80,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,KMJX 251256Z AUTO 07008KT 10SM 08/M01 A3034 RMK AO2 SLP278 T00781011,M
MJX,2024-04-25 13:56,48.00,30.00,49.49,70.00,12.00,0.00,30.36,1028.40,10.00,17.00,BKN,BKN,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,42.37,KMJX 251356Z AUTO 07012G17KT 10SM BKN070 BKN095 09/M01 A3036 RMK AO2 SLP284 T00891011,M
MJX,2024-04-25 14:56,48.00,28.00,45.61,80.00,10.00,0.00,30.37,1028.90,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,43.03,KMJX 251456Z AUTO 08010KT 10SM OVC065 09/M02 A3037 RMK AO2 SLP289 T00891022 51022,M
MJX,2024-04-25 15:56,49.00,29.00,45.77,80.00,7.00,0.00,30.37,1028.80,10.00,M,FEW,SCT,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,45.50,KMJX 251556Z AUTO 08007KT 030V110 10SM FEW070 SCT085 09/M02 A3037 RMK AO2 SLP288 T00941017,M
MJX,2024-04-25 16:56,50.00,29.00,44.10,40.00,11.00,0.00,30.35,1028.00,10.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 251656Z AUTO 04011KT 10SM SCT070 10/M02 A3035 RMK AO2 SLP280 T01001017,M
MJX,2024-04-25 17:56,50.00,30.00,45.93,M,5.00,0.00,30.34,1027.90,10.00,M,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 251756Z AUTO VRB05KT 10SM SCT075 10/M01 A3034 RMK AO2 SLP279 T01001011 10106 20078 58009,M
MJX,2024-04-25 18:56,50.00,28.00,42.33,60.00,8.00,0.00,30.33,1027.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 251856Z AUTO 06008KT 10SM CLR 10/M02 A3033 RMK AO2 SLP275 T01001022,M
MJX,2024-04-25 19:56,50.00,26.00,38.97,60.00,7.00,0.00,30.32,1027.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 251956Z AUTO 06007KT 030V140 10SM CLR 10/M03 A3032 RMK AO2 SLP270 T01001033,M
MJX,2024-04-25 20:56,50.00,28.00,42.33,80.00,8.00,0.00,30.32,1027.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 252056Z AUTO 08008KT 040V110 10SM CLR 10/M02 A3032 RMK AO2 SLP270 T01001022 56009,M
MJX,2024-04-25 21:56,49.00,31.00,49.65,140.00,8.00,0.00,30.32,1027.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.05,KMJX 252156Z AUTO 14008KT 10SM CLR 09/M01 A3032 RMK AO2 SLP272 T00941006,M
MJX,2024-04-25 22:56,46.00,33.00,60.25,120.00,5.00,0.00,30.33,1027.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.02,KMJX 252256Z AUTO 12005KT 10SM CLR 08/01 A3033 RMK AO2 SLP274 T00780006,M
MJX,2024-04-25 23:56,43.00,34.00,70.30,120.00,4.00,0.00,30.34,1027.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.27,KMJX 252356Z AUTO 12004KT 10SM CLR 06/01 A3034 RMK AO2 SLP278 T00610011 10111 20061 53008,M
MJX,2024-04-26 00:56,39.00,33.00,78.86,0.00,0.00,0.00,30.35,1028.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.00,KMJX 260056Z AUTO 00000KT 10SM CLR 04/01 A3035 RMK AO2 SLP283 T00390006,M
MJX,2024-04-26 01:56,35.00,30.00,81.78,0.00,0.00,0.00,30.36,1028.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.00,KMJX 260156Z AUTO 00000KT 10SM CLR 02/M01 A3036 RMK AO2 SLP286 T00171011 FZRANO,M
MJX,2024-04-26 02:56,34.00,30.00,85.11,0.00,0.00,0.00,30.36,1028.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.00,KMJX 260256Z AUTO 00000KT 10SM CLR 01/M01 A3036 RMK AO2 SLP285 T00111011 50006 FZRANO,M
MJX,2024-04-26 03:56,31.00,27.00,84.92,0.00,0.00,0.00,30.37,1028.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.00,KMJX 260356Z AUTO 00000KT 10SM CLR M01/M03 A3037 RMK AO2 SLP289 T10061028 FZRANO,M
MJX,2024-04-26 04:56,29.00,27.00,92.12,0.00,0.00,0.00,30.39,1029.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.00,KMJX 260456Z AUTO 00000KT 10SM CLR M02/M03 A3039 RMK AO2 SLP295 T10171028 401281017 FZRANO,M
MJX,2024-04-26 05:56,28.00,25.00,88.33,0.00,0.00,0.00,30.40,1029.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.00,KMJX 260556Z AUTO 00000KT 10SM CLR M02/M04 A3040 RMK AO2 SLP297 T10221039 10061 21022 51012 FZRANO,M
MJX,2024-04-26 06:56,27.00,24.00,88.28,0.00,0.00,0.00,30.39,1029.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.00,KMJX 260656Z AUTO 00000KT 10SM CLR M03/M04 A3039 RMK AO2 SLP297 T10281044 FZRANO,M
MJX,2024-04-26 07:56,26.00,24.00,92.01,0.00,0.00,0.00,30.41,1030.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.00,KMJX 260756Z AUTO 00000KT 10SM CLR M03/M04 A3041 RMK AO2 SLP302 T10331044 FZRANO,M
MJX,2024-04-26 08:56,27.00,25.00,92.05,0.00,0.00,0.00,30.42,1030.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.00,KMJX 260856Z AUTO 00000KT 10SM CLR M03/M04 A3042 RMK AO2 SLP306 T10281039 53009 FZRANO,M
MJX,2024-04-26 09:56,25.00,23.00,91.97,0.00,0.00,0.00,30.43,1030.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.00,KMJX 260956Z AUTO 00000KT 10SM CLR M04/M05 A3043 RMK AO2 SLP309 T10391050 FZRANO,M
MJX,2024-04-26 10:56,33.00,30.00,88.58,0.00,0.00,0.00,30.46,1031.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.00,KMJX 261056Z AUTO 00000KT 10SM CLR 01/M01 A3046 RMK AO2 SLP319 T00061011 FZRANO,M
MJX,2024-04-26 11:56,42.00,37.00,82.30,30.00,5.00,0.00,30.48,1032.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.27,KMJX 261156Z AUTO 03005KT 10SM CLR 06/03 A3048 RMK AO2 SLP325 T00560028 10056 21039 53019,M
MJX,2024-04-26 12:56,49.00,36.00,60.66,M,6.00,0.00,30.48,1032.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.00,KMJX 261256Z AUTO VRB06KT 10SM CLR 09/02 A3048 RMK AO2 SLP326 T00940022,M
MJX,2024-04-26 13:56,52.00,32.00,46.25,70.00,8.00,0.00,30.49,1032.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,52.00,KMJX 261356Z AUTO 07008KT 10SM CLR 11/00 A3049 RMK AO2 SLP329 T01110000,M
MJX,2024-04-26 14:56,54.00,27.00,35.05,60.00,5.00,0.00,30.49,1032.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.00,KMJX 261456Z AUTO 06005KT 10SM CLR 12/M03 A3049 RMK AO2 SLP328 T01221028 50003,M
MJX,2024-04-26 15:56,56.00,29.00,35.38,M,4.00,0.00,30.50,1033.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,56.00,KMJX 261556Z AUTO VRB04KT 10SM CLR 13/M02 A3050 RMK AO2 SLP331 T01331017,M
MJX,2024-04-26 16:56,57.00,27.00,31.43,150.00,11.00,0.00,30.49,1032.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.00,KMJX 261656Z AUTO 15011KT 10SM CLR 14/M03 A3049 RMK AO2 SLP329 T01391028,M
MJX,2024-04-26 17:56,58.00,27.00,30.32,120.00,7.00,0.00,30.49,1032.90,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.00,KMJX 261756Z AUTO 12007G14KT 10SM CLR 14/M03 A3049 RMK AO2 SLP329 T01441028 10144 20056 51001,M
MJX,2024-04-26 18:56,57.00,29.00,34.12,110.00,7.00,0.00,30.49,1032.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.00,KMJX 261856Z AUTO 11007KT 070V140 10SM CLR 14/M02 A3049 RMK AO2 SLP328 T01391017,M
MJX,2024-04-26 19:56,57.00,29.00,34.12,150.00,8.00,0.00,30.48,1032.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.00,KMJX 261956Z AUTO 15008KT 10SM CLR 14/M02 A3048 RMK AO2 SLP326 T01391017,M
MJX,2024-04-26 20:56,55.00,29.00,36.69,130.00,9.00,0.00,30.47,1032.30,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.00,KMJX 262056Z AUTO 13009G15KT 10SM CLR 13/M02 A3047 RMK AO2 SLP323 T01281017 58006,M
MJX,2024-04-26 21:56,53.00,32.00,44.58,120.00,9.00,0.00,30.47,1032.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.00,KMJX 262156Z AUTO 12009KT 10SM CLR 12/00 A3047 RMK AO2 SLP322 T01170000,M
MJX,2024-04-26 22:56,50.00,35.00,56.16,160.00,6.00,0.00,30.47,1032.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KMJX 262256Z AUTO 16006KT 10SM CLR 10/02 A3047 RMK AO2 SLP323 T01000017,M
